Title,Year,Acousticness,Danceability,Energy,Liveness,Speechiness,Valence
Always On My Mind,1973,0.75,0.36,0.39,0.12,0.03,0.5
The Great Gig in the Sky,1973,0.77,0.28,0.22,0.08,0.03,0.18
La Grange - 2005 Remaster,1973,0,0.55,0.64,0.2,0.22,0.61
"Leaving, On a Jet Plane - ""Greatest Hits"" Version",1973,0.85,0.41,0.19,0.11,0.03,0.63
Us and Them,1973,0.86,0.36,0.3,0.63,0.03,0.13
Firth of Fifth - New Stereo Mix,1973,0.02,0.27,0.6,0.19,0.04,0.29
Band On The Run - Remastered 2010,1973,0.08,0.48,0.6,0.11,0.03,0.67
Sebastian - 2012 Remaster,1973,0.68,0.25,0.24,0.07,0.03,0.21
Tequila Sunrise - 2013 Remaster,1973,0.54,0.63,0.4,0.11,0.03,0.73
Knockin' On Heaven's Door - Remastered,1973,0.25,0.51,0.4,0.11,0.03,0.23
Burning Love,1973,0.1,0.66,0.75,0.28,0.03,0.97
Goodbye Yellow Brick Road - Remastered 2014,1973,0.45,0.56,0.47,0.15,0.03,0.4
Midnight Train to Georgia,1973,0.27,0.59,0.38,0.1,0.05,0.45
Daniel,1973,0.38,0.69,0.48,0.09,0.03,0.9
The Joker,1973,0.37,0.6,0.45,0.21,0.04,0.8
Long Train Runnin',1973,0.09,0.57,0.91,0.06,0.04,0.84
I'll Have To Say I Love You In A Song,1973,0.78,0.51,0.51,0.11,0.03,0.7
The Jean Genie - 2013 Remaster,1973,0.38,0.58,0.57,0.36,0.03,0.82
Merry Xmas Everybody,1973,0.22,0.41,0.8,0.18,0.04,0.47
Woman from Tokyo,1973,0.14,0.58,0.54,0.12,0.04,0.42
Don't Let Me Down - Remastered 2009,1973,0.57,0.59,0.29,0.09,0.03,0.73
Let's Get It On,1973,0.04,0.54,0.6,0.08,0.05,0.64
School,1974,0.54,0.37,0.47,0.07,0.08,0.05
Jolene,1974,0.57,0.67,0.54,0.13,0.04,0.81
Killer Queen - 2011 Mix,1974,0.38,0.54,0.65,0.14,0.06,0.61
Sweet Home Alabama,1974,0.18,0.6,0.61,0.09,0.03,0.89
Waterloo,1974,0.42,0.44,0.93,0.24,0.05,0.78
Annie's Song,1974,0.87,0.3,0.31,0.37,0.03,0.46
Dreamer,1974,0.86,0.66,0.41,0.08,0.07,0.83
You Are So Beautiful,1974,0.85,0.3,0.18,0.13,0.03,0.09
My Boy,1974,0.59,0.39,0.53,0.61,0.03,0.37
Rebel Rebel - 2016 Remaster,1974,0.21,0.64,0.69,0.28,0.05,0.46
Crime Of The Century,1974,0.1,0.4,0.42,0.07,0.05,0.23
Autobahn - 2009 Remaster,1974,0.11,0.33,0.5,0.13,0.04,0.11
I Will Always Love You,1974,0.96,0.45,0.14,0.1,0.03,0.16
Thank God I'm a Country Boy,1974,0.79,0.76,0.54,0.06,0.05,0.96
The Air That I Breathe - 2008 Remaster,1974,0.24,0.28,0.47,0.16,0.03,0.25
Love Is All,1974,0.63,0.6,0.81,0.85,0.05,0.77
Hide In Your Shell,1974,0.47,0.48,0.36,0.3,0.04,0.32
Gute Nacht Freunde,1974,0.94,0.55,0.25,0.69,0.06,0.29
Fox On The Run,1974,0.17,0.51,0.64,0.09,0.04,0.83
You Ain't Seen Nothing Yet,1974,0,0.48,0.44,0.22,0.04,0.76
Mandy,1974,0.42,0.31,0.46,0.14,0.03,0.32
Can't Get It out of My Head,1974,0.75,0.23,0.38,0.13,0.03,0.33
The Way We Were,1974,0.89,0.26,0.32,0.13,0.03,0.17
Bohemian Rhapsody - 2011 Mix,1975,0.29,0.39,0.4,0.24,0.05,0.23
Love Of My Life - Remastered 2011,1975,0.94,0.33,0.18,0.12,0.03,0.26
Shine On You Crazy Diamond (Pts. 1-5),1975,0.77,0.27,0.29,0.11,0.03,0.04
Born to Run,1975,0.01,0.27,0.94,0.12,0.1,0.61
Kashmir - 1990 Remaster,1975,0.49,0.48,0.54,0.16,0.04,0.58
"No Woman, No Cry - Live At The Lyceum, London/1975",1975,0.27,0.66,0.68,0.73,0.06,0.59
One of These Nights - 2013 Remaster,1975,0.06,0.66,0.61,0.08,0.03,0.77
Mamma Mia,1975,0.29,0.75,0.75,0.44,0.03,0.83
Landslide,1975,0.88,0.41,0.16,0.12,0.03,0.42
Thunder Road,1975,0.62,0.37,0.76,0.53,0.04,0.66
I'm Not In Love,1975,0.69,0.4,0.52,0.28,0.06,0.16
Rhiannon,1975,0.11,0.72,0.49,0.09,0.03,0.8
Lyin' Eyes - 2013 Remaster,1975,0.2,0.67,0.67,0.16,0.02,0.87
You're My Best Friend - Remastered 2011,1975,0.16,0.52,0.76,0.07,0.05,0.58
Jungleland,1975,0.37,0.3,0.58,0.07,0.03,0.18
Love Hurts,1975,0.01,0.49,0.33,0.33,0.03,0.14
Down Down,1975,0.11,0.47,0.9,0.29,0.03,0.21
Sailing,1975,0.37,0.43,0.37,0.32,0.03,0.19
39 - 2011 Mix,1975,0.03,0.52,0.58,0.11,0.03,0.34
Calypso,1975,0.82,0.22,0.43,0.12,0.03,0.5
50 Ways to Leave Your Lover,1975,0.17,0.82,0.37,0.08,0.08,0.29
It's A Long Way There - 2010 Digital Remaster,1975,0.19,0.39,0.59,0.15,0.04,0.3
Crazy On You,1975,0.12,0.43,0.46,0.13,0.03,0.38
Wij Zullen Doorgaan - 1975 Single Version,1975,0.91,0.25,0.25,0.21,0.03,0.32
Make Me Smile (Come up and See Me) - 2014 Remaster,1975,0.01,0.57,0.82,0.09,0.03,0.77
Dance/Electronic For Sale,1975,0.22,0.38,0.49,0.4,0.03,0.2
S.O.S.,1975,0.26,0.42,0.7,0.33,0.03,0.56
Nights On Broadway,1975,0.24,0.57,0.64,0.86,0.04,0.61
At Seventeen - Remastered,1975,0.88,0.62,0.27,0.11,0.05,0.34
Take It to the Limit - 2013 Remaster,1975,0.09,0.44,0.42,0.13,0.02,0.45
Fame - 2016 Remaster,1975,0.45,0.79,0.56,0.08,0.05,0.67
Sex Machine - Pt. 1 & 2,1975,0.18,0.68,0.96,0.35,0.09,0.61
Show Me The Way,1975,0.43,0.7,0.73,0.1,0.03,0.64
Meeting Across the River,1975,0.82,0.46,0.29,0.18,0.03,0.26
Love Is The Drug,1975,0.06,0.84,0.76,0.03,0.09,0.6
Still Crazy After All These Years,1975,0.8,0.27,0.25,0.09,0.04,0.13
Hotel California - 2013 Remaster,1976,0.01,0.58,0.51,0.06,0.03,0.61
Somebody To Love - 2011 Mix,1976,0.19,0.5,0.69,0.22,0.06,0.36
Dancing Queen,1976,0.38,0.54,0.88,0.76,0.04,0.75
The Last Resort - 2013 Remaster,1976,0.47,0.55,0.28,0.16,0.03,0.3
Hurricane,1976,0.04,0.51,0.83,0.12,0.08,0.74
More Than a Feeling,1976,0,0.38,0.68,0.05,0.03,0.29
(Don't Fear) The Reaper,1976,0,0.33,0.93,0.3,0.07,0.38
New Kid in Town - 2013 Remaster,1976,0.38,0.65,0.43,0.11,0.03,0.65
If You Leave Me Now,1976,0.02,0.43,0.56,0.13,0.03,0.28
Wild Is the Wind - 2016 Remaster,1976,0.02,0.52,0.58,0.05,0.03,0.49
Tie Your Mother Down - Remastered 2011,1976,0.09,0.33,0.89,0.35,0.07,0.16
Fernando,1976,0.58,0.35,0.53,0.08,0.03,0.47
"Knowing Me, Knowing You",1976,0.04,0.55,0.74,0.24,0.03,0.9
Fool To Cry - Remastered 2009,1976,0.89,0.44,0.45,0.11,0.04,0.24
Carry on Wayward Son,1976,0,0.48,0.79,0.45,0.03,0.79
New York State of Mind,1976,0.5,0.51,0.37,0.32,0.03,0.2
Golden Years - 2016 Remaster,1976,0.32,0.68,0.7,0.11,0.04,0.93
Isn't She Lovely,1976,0.18,0.48,0.83,0.32,0.09,0.82
I Wish,1976,0.08,0.82,0.72,0.07,0.05,0.89
Tom Traubert's Rock (Four Sheets To The Wind In Copenhagen),1976,0.8,0.3,0.28,0.17,0.03,0.33
The Boys Are Back In Town,1976,0.23,0.45,0.71,0.21,0.05,0.77
Livin' Thing,1976,0.58,0.55,0.65,0.12,0.03,0.37
Sir Duke,1976,0.16,0.59,0.57,0.08,0.07,0.95
Blitzkrieg Bop - 2016 Remaster,1976,0,0.39,0.78,0.11,0.23,0.9
Fly Like An Eagle,1976,0.61,0.56,0.75,0.33,0.11,0.64
Blinded By The Light,1976,0.29,0.46,0.7,0.09,0.07,0.51
Cocaine,1976,0.41,0.79,0.41,0.14,0.05,0.39
The Ballroom Blitz,1976,0,0.62,0.88,0.04,0.08,0.83
"Money, Money, Money",1976,0.52,0.78,0.69,0.11,0.04,0.7
Wasted Time - 2013 Remaster,1976,0.42,0.43,0.17,0.11,0.04,0.14
Theme From Mahogany (Do You Know Where You're Going To) - Single Version,1976,0.55,0.32,0.42,0.1,0.03,0.29
Heroes - 2017 Remaster,1977,0,0.49,0.76,0.09,0.03,0.44
Paradise By the Dashboard Light,1977,0.21,0.33,0.87,0.46,0.12,0.49
Go Your Own Way - 2004 Remaster,1977,0.02,0.59,0.94,0.07,0.04,0.83
Mr. Blue Sky,1977,0.65,0.39,0.34,0.25,0.03,0.48
Fool's Overture,1977,0.31,0.41,0.31,0.07,0.04,0.07
Whole Lotta Rosie,1977,0,0.29,0.84,0.1,0.08,0.42
We Will Rock You - Remastered,1977,0.68,0.69,0.5,0.26,0.12,0.47
The Chain - 2004 Remaster,1977,0.01,0.55,0.67,0.05,0.05,0.48
Three Little Birds,1977,0.01,0.81,0.48,0.05,0.06,0.62
We Are The Champions - Remastered 2011,1977,0.38,0.27,0.46,0.12,0.03,0.17
She's Always a Woman,1977,0.8,0.29,0.32,0.12,0.03,0.38
Worn Down Piano,1977,0.1,0.37,0.71,0.13,0.06,0.32
Dust in the Wind,1977,0.37,0.48,0.32,0.11,0.03,0.39
Bat Out of Hell,1977,0.28,0.2,0.84,0.29,0.07,0.39
Solsbury Hill,1977,0.36,0.68,0.63,0.31,0.03,0.48
Thank You For The Music,1977,0.84,0.29,0.42,0.1,0.04,0.35
Wonderful Tonight,1977,0.65,0.57,0.21,0.13,0.03,0.49
Lust For Life,1977,0.03,0.39,0.97,0.1,0.04,0.69
She's Not There,1977,0.4,0.48,0.7,0.31,0.04,0.83
Stayin' Alive,1977,0.11,0.71,0.54,0.09,0.04,0.64
Psycho Killer - 2005 Remaster,1977,0.07,0.72,0.52,0.13,0.06,0.94
Fantasy,1977,0.32,0.61,0.75,0.14,0.09,0.61
Songbird - 2004 Remaster,1977,0.98,0.39,0.09,0.1,0.03,0.36
Let There Be Rock,1977,0,0.49,0.73,0.08,0.09,0.43
Don't Stop - 2004 Remaster,1977,0.04,0.67,0.72,0.04,0.04,0.83
I Feel Love,1977,0.03,0.67,0.71,0.09,0.04,0.96
The Passenger,1977,0.09,0.5,0.89,0.73,0.05,0.7
Het Werd Zomer,1977,0.43,0.39,0.43,0.16,0.03,0.4
Take A Chance On Me,1977,0.17,0.69,0.69,0.2,0.03,0.93
Give A Little Bit,1977,0.07,0.53,0.82,0.26,0.05,0.47
Sound and Vision - 2017 Remaster,1977,0.03,0.67,0.8,0.06,0.04,0.76
Spread Your Wings - 2011 Mix,1977,0.28,0.39,0.66,0.06,0.03,0.46
You Took The Words Right Out of My Mouth (Hot Summer Night),1977,0.25,0.46,0.68,0.5,0.08,0.68
Two Out of Three Ain't Bad,1977,0.39,0.59,0.48,0.09,0.02,0.49
Cocaine,1977,0.06,0.7,0.5,0.32,0.03,0.68
Barracuda,1977,0.02,0.55,0.69,0.14,0.04,0.67
One Love / People Get Ready - Medley,1977,0.08,0.73,0.52,0.07,0.32,0.95
Cold as Ice,1977,0.1,0.52,0.49,0.14,0.03,0.47
The Name Of The Game,1977,0.4,0.66,0.56,0.06,0.03,0.62
Mannish Boy,1977,0.44,0.6,0.74,0.68,0.1,0.62
I Want You to Want Me,1977,0.78,0.81,0.46,0.15,0.03,0.74
Scenes from an Italian Restaurant,1977,0.41,0.42,0.93,0.11,0.13,0.34
God Save the Queen,1977,0,0.27,0.91,0.15,0.07,0.48
La vie en rose,1977,0.23,0.65,0.48,0.06,0.06,0.8
Spanish Stroll,1977,0.42,0.75,0.45,0.12,0.06,0.95
Le Freak - 2018 Remaster,1977,0.03,0.91,0.64,0.06,0.06,0.9
Lovely Day,1977,0.29,0.69,0.65,0.11,0.03,0.71
Isn't It Time,1977,0.39,0.52,0.93,0.82,0.1,0.31
Just the Way You Are,1977,0.7,0.59,0.45,0.13,0.04,0.51
Anarchy in the U.K.,1977,0.04,0.32,0.98,0.2,0.12,0.17
You Make Loving Fun - 2004 Remaster,1977,0.01,0.62,0.6,0.1,0.03,0.86
Sultans of Swing,1978,0.06,0.73,0.87,0.32,0.03,0.92
Don't Stop Me Now - 2011 Mix,1978,0.05,0.56,0.87,0.77,0.16,0.6
Laat Me,1978,0.65,0.34,0.33,0.15,0.03,0.35
Wuthering Heights,1978,0.37,0.48,0.39,0.12,0.03,0.52
Saturday Night,1978,0.6,0.63,0.61,0.68,0.03,0.55
Roxanne,1978,0.04,0.62,0.75,0.05,0.36,0.66
Hold the Line,1978,0.04,0.49,0.7,0.15,0.06,0.78
The Man with the Child in His Eyes,1978,0.96,0.25,0.26,0.14,0.03,0.2
Badlands,1978,0.09,0.61,0.78,0.28,0.05,0.85
Baker Street,1978,0.09,0.5,0.35,0.26,0.03,0.42
Dreadlock Holiday,1978,0.54,0.84,0.38,0.2,0.06,0.89
Fat Bottomed Girls - Single Version,1978,0.06,0.43,0.69,0.36,0.06,0.52
Runnin' with the Devil - 2015 Remaster,1978,0.15,0.47,0.9,0.34,0.06,0.42
Bicycle Race - Remastered 2011,1978,0.06,0.43,0.67,0.1,0.08,0.61
Follow You Follow Me - 2007 Remaster,1978,0.13,0.53,0.72,0.08,0.03,0.76
So Lonely,1978,0.01,0.54,0.57,0.09,0.16,0.73
How You Gonna See Me Now,1978,0.46,0.54,0.34,0.13,0.04,0.3
Miss You - Remastered,1978,0.44,0.8,0.71,0.34,0.04,0.85
"Stir It Up - Live At The Pavillon De Paris, 1977",1978,0.1,0.67,0.82,0.97,0.05,0.8
Is This Love,1978,0.11,0.78,0.56,0.07,0.1,0.76
Because the Night,1978,0.05,0.44,0.8,0.1,0.04,0.52
What a Fool Believes,1978,0.28,0.76,0.38,0.05,0.04,0.99
Still Believe,1978,0.01,0.6,0.85,0.63,0.03,0.64
Rivers of Babylon,1978,0.13,0.73,0.85,0.44,0.04,0.74
Don't Look Back,1978,0.02,0.36,0.72,0.36,0.04,0.47
Beast Of Burden - Remastered,1978,0.39,0.78,0.88,0.04,0.03,0.89
Honesty,1978,0.42,0.55,0.27,0.11,0.03,0.21
Born to Be Alive - Original Mix 79,1978,0.08,0.7,0.87,0.21,0.03,0.81
Fire,1978,0.2,0.65,0.62,0.08,0.03,0.64
You Don't Bring Me Flowers,1978,0.88,0.16,0.12,0.16,0.04,0.24
Water of Love,1978,0.45,0.8,0.57,0.11,0.03,0.96
Comfortably Numb,1979,0.15,0.47,0.37,0.08,0.03,0.17
Highway to Hell,1979,0.06,0.57,0.91,0.16,0.13,0.42
"Another Brick in the Wall, Pt. 2",1979,0.08,0.69,0.39,0.25,0.04,0.72
The Rose,1979,0.9,0.35,0.23,0.38,0.03,0.18
The Logical Song - Remastered 2010,1979,0.51,0.63,0.76,0.15,0.05,0.7
I Was Made For Lovin' You,1979,0.21,0.77,0.85,0.07,0.04,0.87
Gimme! Gimme! Gimme! (A Man After Midnight),1979,0.02,0.75,0.49,0.22,0.04,0.53
Message In A Bottle,1979,0.03,0.58,0.81,0.22,0.04,0.87
Hey You,1979,0.22,0.59,0.3,0.13,0.03,0.19
One Step Beyond,1979,0.01,0.48,0.94,0.41,0.04,0.94
Chiquitita,1979,0.7,0.53,0.56,0.3,0.03,0.38
Does Your Mother Know,1979,0.15,0.72,0.86,0.06,0.04,0.97
How Deep Is Your Love,1979,0.11,0.63,0.36,0.13,0.03,0.67
Bright Eyes,1979,0.75,0.38,0.21,0.08,0.03,0.21
Take The Long Way Home - 2010 Remastered,1979,0.22,0.41,0.7,0.11,0.03,0.37
Breakfast In America - Remastered,1979,0.43,0.53,0.66,0.07,0.03,0.76
I Have A Dream,1979,0.57,0.55,0.37,0.17,0.02,0.46
Boogie Wonderland,1979,0.08,0.8,0.76,0.05,0.03,0.96
Boys Don't Cry - Single Version,1979,0,0.47,0.84,0.11,0.06,0.69
Voulez-Vous,1979,0.12,0.71,0.78,0.15,0.04,0.91
September Morn,1979,0.63,0.42,0.23,0.22,0.04,0.2
MacArthur Park - Single Version,1979,0.08,0.58,0.67,0.05,0.04,0.45
Don't Stop 'Til You Get Enough - Single Version,1979,0.13,0.88,0.82,0.18,0.09,0.95
London Calling - Remastered,1979,0.12,0.65,0.8,0.08,0.05,0.78
Night Boat to Cairo,1979,0.12,0.31,0.97,0.07,0.04,0.6
Goodbye Stranger - 2010 Remastered,1979,0.61,0.42,0.67,0.06,0.05,0.34
Walking On The Moon,1979,0,0.51,0.34,0.21,0.05,0.27
Don't Bring Me Down,1979,0.14,0.64,0.87,0.08,0.03,0.81
Tragedy,1979,0.09,0.67,0.53,0.3,0.03,0.81
Off the Wall,1979,0.18,0.83,0.6,0.08,0.06,0.92
The Worker,1979,0.02,0.48,0.52,0.12,0.03,0.9
Sure Know Something,1979,0.28,0.71,0.73,0.13,0.03,0.93
Relight My Fire - Single Version,1979,0.01,0.79,0.66,0.33,0.04,0.87
Weekend Love,1979,0.28,0.49,0.74,0.11,0.04,0.46
"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",1979,0.16,0.63,0.68,0.85,0.04,0.7
Rock with You - Single Version,1979,0.18,0.81,0.54,0.16,0.04,0.85
Weekend,1979,0.37,0.87,0.57,0.13,0.04,0.56
Dancin' Fool,1979,0.41,0.55,0.64,0.52,0.15,0.55
We Belong to the Night,1979,0,0.36,0.75,0.23,0.04,0.42
Sausolito Summernight - Digitally Remastered 2017,1979,0.06,0.62,0.93,0.27,0.11,0.55
The River,1980,0.18,0.59,0.54,0.31,0.03,0.59
A Forest - Remastered Version,1980,0.34,0.63,0.62,0.1,0.06,0.42
The Winner Takes It All,1980,0.55,0.46,0.79,0.08,0.04,0.52
Ace of Spades,1980,0,0.32,0.98,0.09,0.17,0.23
Another One Bites The Dust - Remastered 2011,1980,0.11,0.93,0.53,0.16,0.16,0.76
Back In Black,1980,0.01,0.31,0.7,0.08,0.05,0.76
Romeo and Juliet,1980,0.44,0.6,0.57,0.08,0.03,0.49
Redemption Song,1980,0.61,0.67,0.26,0.07,0.04,0.69
You Shook Me All Night Long,1980,0,0.53,0.77,0.39,0.06,0.76
Crazy Little Thing Called Love - Remastered 2011,1980,0.71,0.6,0.76,0.35,0.04,0.72
Lay All Your Love On Me,1980,0.11,0.68,0.72,0.37,0.03,0.77
Long Blond Animal,1980,0.01,0.44,0.7,0.28,0.04,0.78
Think,1980,0.5,0.65,0.84,0.24,0.19,0.71
Once in a Lifetime - 2005 Remaster,1980,0.18,0.64,0.92,0.62,0.06,0.87
The Turn of a Friendly Card,1980,0.52,0.38,0.32,0.08,0.04,0.41
So Long,1980,0.01,0.56,0.38,0.05,0.04,0.89
Tunnel of Love (Intro: The Carousel Waltz),1980,0.25,0.49,0.69,0.28,0.04,0.56
Happy New Year,1980,0.82,0.51,0.38,0.12,0.03,0.26
Ashes to Ashes - 2017 Remaster,1980,0.27,0.71,0.74,0.26,0.05,0.87
Foto Van Vroeger,1980,0.67,0.3,0.29,0.29,0.05,0.14
Could You Be Loved,1980,0.36,0.92,0.72,0.1,0.1,0.76
9 to 5,1980,0.42,0.55,0.78,0.63,0.05,0.81
Everybody Needs Somebody to Love,1980,0.61,0.49,0.93,0.37,0.07,0.92
Super Trouper,1980,0.46,0.76,0.63,0.17,0.03,0.96
Save Me - Remastered 2011,1980,0.36,0.51,0.45,0.13,0.03,0.33
Keep on Loving You,1980,0.05,0.31,0.72,0.12,0.03,0.41
Woman in Love,1980,0.25,0.47,0.28,0.13,0.03,0.33
The Spirit Of Radio,1980,0.01,0.37,0.92,0.42,0.05,0.63
Baggy Trousers,1980,0.14,0.64,0.89,0.34,0.04,0.94
Hungry Heart,1980,0.09,0.64,0.89,0.16,0.03,0.97
Guilty (feat. Barry Gibb),1980,0.23,0.63,0.43,0.11,0.04,0.95
Biko,1980,0.28,0.53,0.36,0.24,0.04,0.17
Food For Thought,1980,0.01,0.87,0.53,0.2,0.08,0.96
Late in the Evening,1980,0.2,0.72,0.88,0.09,0.04,0.96
Enola Gay - Remastered,1980,0,0.56,0.76,0.08,0.03,0.93
Master Blaster (Jammin'),1980,0.04,0.88,0.42,0.18,0.05,0.97
Don't Stand So Close To Me,1980,0.05,0.8,0.51,0.04,0.06,0.52
Wish You Were Here,1981,0.72,0.5,0.32,0.38,0.05,0.28
In The Air Tonight - 2015 Remastered,1981,0.55,0.45,0.24,0.07,0.03,0.3
Don't Stop Believin',1981,0.13,0.5,0.75,0.45,0.04,0.51
The Day Before You Came,1981,0.05,0.8,0.39,0.05,0.04,0.74
Golden Brown,1981,0.14,0.56,0.38,0.14,0.03,0.6
Every Little Thing She Does Is Magic,1981,0.12,0.56,0.77,0.12,0.03,0.43
Start Me Up - Remastered,1981,0.04,0.63,0.93,0.09,0.04,0.97
One Of Us,1981,0.48,0.65,0.4,0.07,0.04,0.86
Waiting On A Friend - Remastered 2009,1981,0.16,0.61,0.79,0.57,0.03,0.91
Tainted Love,1981,0.48,0.52,0.51,0.29,0.04,0.65
Memory,1981,0.42,0.18,0.24,0.11,0.04,0.12
Everytime I Think of You - 2000 Remaster,1981,0.32,0.4,0.73,0.2,0.04,0.49
Don't You Want Me,1981,0.18,0.73,0.74,0.21,0.04,0.96
I'll Find My Way Home - Remastered,1981,0.31,0.53,0.6,0.07,0.03,0.71
Je Loog Tegen Mij,1981,0.46,0.62,0.35,0.09,0.03,0.66
Africa,1982,0.26,0.67,0.37,0.05,0.03,0.73
Telegraph Road,1982,0.02,0.38,0.59,0.27,0.03,0.28
Under Pressure - Remastered,1982,0.42,0.67,0.71,0.1,0.05,0.47
Old and Wise,1982,0.73,0.38,0.32,0.12,0.03,0.12
Private Investigations,1982,0.7,0.55,0.1,0.08,0.03,0.07
Billie Jean,1982,0.02,0.92,0.65,0.04,0.04,0.85
Run to the Hills - 2015 Remaster,1982,0.03,0.25,0.94,0.16,0.07,0.46
Twilight Zone,1982,0.01,0.66,0.76,0.09,0.04,0.54
Eye In The Sky,1982,0.56,0.82,0.42,0.08,0.03,0.52
Rosanna,1982,0.02,0.38,0.51,0.21,0.04,0.74
Is She Really Going Out With Him? - Live,1982,0.91,0.56,0.42,0.41,0.07,0.45
Bloedend Hart,1982,0.14,0.62,0.6,0.12,0.04,0.58
Belgie ... (Is Er Leven Op Pluto ...),1982,0.01,0.58,0.66,0.07,0.04,0.66
Nineteen Ninety Nine,1982,0.14,0.87,0.73,0.08,0.08,0.63
Islands In the Stream,1982,0.68,0.62,0.41,0.09,0.04,0.74
Real Men,1982,0.67,0.69,0.19,0.17,0.03,0.32
Come On Eileen,1982,0.66,0.45,0.66,0.26,0.05,0.78
Kristallnaach,1982,0.49,0.35,0.57,0.06,0.12,0.44
State of Independence,1982,0.18,0.75,0.7,0.06,0.14,0.87
You Can't Hurry Love - 2016 Remaster,1982,0.03,0.62,0.94,0.07,0.03,0.76
Burning Heart,1982,0.13,0.44,0.55,0.18,0.04,0.49
Always On My Mind,1982,0.76,0.52,0.26,0.14,0.03,0.2
Sexual Healing,1982,0.12,0.81,0.6,0.06,0.06,0.75
Vriendschap,1982,0.43,0.56,0.35,0.2,0.03,0.72
Human Nature,1982,0.54,0.62,0.51,0.26,0.03,0.69
Save a Prayer - 2009 Remaster,1982,0.35,0.57,0.71,0.16,0.03,0.67
Should I Stay or Should I Go - Remastered,1982,0.08,0.74,0.83,0.38,0.12,0.82
P.Y.T. (Pretty Young Thing),1982,0.23,0.89,0.82,0.13,0.04,0.96
Wanna Be Startin' Somethin',1982,0.02,0.85,0.92,0.06,0.04,0.9
It's Raining Again,1982,0.62,0.6,0.67,0.26,0.03,0.56
Steppin' Out,1982,0.05,0.58,0.54,0.08,0.03,0.55
A Slow Song,1982,0.15,0.31,0.26,0.07,0.03,0.19
Sunday Bloody Sunday - Remastered 2008,1983,0.4,0.54,0.94,0.04,0.05,0.74
Every Breath You Take,1983,0.54,0.82,0.45,0.07,0.03,0.74
Mama - 2007 Remaster,1983,0.38,0.56,0.88,0.38,0.06,0.67
99 Luftballons,1983,0.1,0.57,0.56,0.11,0.05,0.5
Sweet Dreams (Are Made of This) - Remastered,1983,0.23,0.69,0.71,0.12,0.03,0.88
I'm Still Standing,1983,0.36,0.5,0.9,0.14,0.18,0.77
Let's Dance - 2018 Remaster,1983,0.01,0.65,0.74,0.15,0.06,0.63
China Girl - 2002 Remaster,1983,0.02,0.65,0.63,0.11,0.03,0.87
Owner of a Lonely Heart,1983,0.18,0.74,0.8,0.26,0.04,0.89
Waterfront - 2002 Remaster,1983,0,0.54,0.79,0.17,0.03,0.48
Our Dance/Electronic,1983,0.03,0.6,0.65,0.13,0.06,0.71
Just Can't Get Enough (Live in Hammersmith) - 2018 Remaster,1983,0.04,0.65,0.96,0.64,0.05,0.94
Message To My Girl,1983,0.1,0.61,0.4,0.05,0.03,0.71
Hello,1983,0.41,0.49,0.25,0.1,0.04,0.06
Pride and Joy,1983,0.03,0.43,0.63,0.11,0.04,0.74
Uptown Girl,1983,0.07,0.7,0.94,0.6,0.05,0.79
I Heard It Through The Grapevine,1983,0.2,0.72,0.35,0.11,0.04,0.64
Nescio,1983,0.34,0.55,0.52,0.11,0.03,0.6
Uncertain Smile,1983,0.06,0.6,0.76,0.1,0.05,0.84
Home by the Sea - 2007 Remaster,1983,0.5,0.6,0.72,0.08,0.04,0.56
Theme from Harry's Game,1983,0.95,0.19,0.07,0.11,0.04,0.04
Nur geträumt,1983,0.07,0.54,0.8,0.08,0.03,0.89
Gloria - Live,1983,0,0.26,0.95,0.99,0.1,0.61
Here Comes the Rain Again - Remastered Version,1983,0.01,0.65,0.76,0.23,0.03,0.61
Girls Just Want to Have Fun,1983,0.22,0.71,0.8,0.35,0.03,0.73
Club Tropicana,1983,0.03,0.66,0.71,0.65,0.05,0.81
Papa Can You Hear Me?,1983,0.93,0.27,0.14,0.09,0.04,0.13
Karma Chameleon - Remastered,1983,0.23,0.67,0.73,0.19,0.04,0.89
Buffalo Soldier,1983,0.14,0.93,0.46,0.06,0.31,0.76
Beast of Burden,1983,0.01,0.58,0.79,0.06,0.03,0.91
Purple Rain,1984,0.04,0.37,0.45,0.69,0.03,0.19
When The Lady Smiles,1984,0.44,0.7,0.82,0.35,0.03,0.83
Hallelujah,1984,0.72,0.28,0.34,0.13,0.03,0.23
Summer Of '69,1984,0.02,0.51,0.83,0.07,0.04,0.77
Radio Ga Ga - 2011 Mix,1984,0.18,0.74,0.5,0.19,0.04,0.66
The Unforgettable Fire - Remastered 2009,1984,0,0.43,0.74,0.1,0.03,0.23
Bad - Remastered 2009,1984,0.01,0.37,0.68,0.09,0.03,0.34
I'm On Fire,1984,0.59,0.62,0.45,0.07,0.03,0.87
Pride (In The Name Of Love) - Remastered 2009,1984,0,0.46,0.84,0.78,0.03,0.71
Fade To Black (Remastered),1984,0,0.26,0.93,0.11,0.11,0.28
Dancing In the Dark,1984,0.01,0.53,0.94,0.19,0.04,0.5
Forever Young,1984,0.42,0.49,0.48,0.24,0.03,0.33
When Doves Cry,1984,0.01,0.73,0.99,0.44,0.05,0.84
I Want to Know What Love Is - 1999 Remaster,1984,0.19,0.48,0.47,0.13,0.03,0.42
Born in the U.S.A.,1984,0,0.4,0.95,0.1,0.06,0.58
